HrsWork,Educ,Earnings ,Race,Gender
40,13,30,White,Male
0,13,30,White,Female
40,13,30,White,Female
40,13,30,White,Female
60,13,30,AsianPI,Male
40,13,30,White,Female
40,13,30,White,Female
56,13,30,Black,Male
40,13,30,White,Female
40,13,30,White,Male
50,13,30,White,Male
50,13,30,White,Female
40,13,30,Black,Female
40,13,30,Black,Male
40,13,30,White,Male
40,13,30,White,Male
50,13,30,White,Male
40,13,30,White,Male
65,13,30,White,Male
40,13,30,White,Male
40,13,30,White,Male
50,13,30,Black,Male
40,13,30,White,Female
0,13,30,White,Male
48,13,30,White,Female
0,13,30,Black,Male
40,13,30,White,Male
40,13,30,White,Male
40,13,30,White,Male
50,13,30,White,Male
60,13,30,White,Male
45,13,30,White,Male
60,13,30,White,Male
48,13,30,White,Male
40,13,30,White,Male
40,13,30,White,Male
36,13,30,White,Male
40,13,30.493,White,Female
40,13,30.5,White,Male
40,13,30.74,White,Male
40,13,30.748,White,Male
50,13,30.748,White,Male
40,13,30.9,White,Male
42,13,31,White,Female
40,13,31,White,Male
40,13,31,Black,Female
45,13,31,White,Male
47,13,31,White,Female
38,13,31,White,Male
45,13,31,White,Male
40,13,31,White,Male
40,13,31,Black,Female
40,13,31,White,Female
37,13,31,White,Female
40,13,31,White,Male
40,13,31,White,Female
40,13,31,White,Female
40,13,31,White,Female
45,13,31,White,Male
40,13,31.004,White,Female
50,13,31.009,White,Female
40,13,31.014,White,Male
45,13,31.2,White,Male
40,13,31.2,Black,Female
40,13,31.2,Black,Female
70,13,31.36,Black,Female
70,13,31.5,White,Male
52,13,31.62,White,Female
45,13,32,White,Male
40,13,32,White,Female
40,13,32,White,Female
40,13,32,White,Male
40,13,32,White,Male
38,13,32,White,Male
45,13,32,White,Female
55,13,32,White,Female
40,13,32,White,Male
40,13,32,Black,Female
40,13,32,White,Male
40,13,32,White,Male
36,13,32,Black,Female
40,13,32,White,Male
40,13,32,White,Male
40,13,32,White,Male
40,13,32,White,Female
39,13,32,White,Male
0,13,32,Black,Female
48,13,32,Black,Male
40,13,32,Black,Female
40,13,32,Black,Male
50,13,32,White,Male
40,13,32.214,White,Male
40,13,32.286,White,Male
40,13,32.5,White,Female
45,13,32.764,White,Male
40,13,32.882,White,Female
40,13,32.895,Black,Female
38,13,33,White,Female
47,13,33,White,Female
40,13,33,White,Male
40,13,33,White,Female
40,13,33,White,Female
40,13,33,White,Female
40,13,33,White,Female
45,13,33,White,Female
40,13,33,AsianPI,Female
60,13,33,White,Male
45,13,33,White,Female
40,13,33,White,Male
40,13,33,Black,Female
48,13,33,White,Female
40,13,33,White,Male
45,13,33,White,Female
40,13,33,White,Female
42,13,33.075,White,Male
40,13,33.5,Black,Female
40,13,33.6,White,Male
40,13,33.9,White,Female
40,13,34,White,Male
40,13,34,White,Male
55,13,34,White,Female
50,13,34,White,Female
0,13,34,White,Male
60,13,34,White,Male
73,13,34,White,Male
58,13,34,White,Male
40,13,34,Black,Female
46,13,34,White,Male
48,13,34,White,Male
40,13,34,White,Female
40,13,34,White,Male
50,13,34.5,White,Male
70,13,34.5,Black,Female
90,13,34.7,White,Male
40,13,34.896,Black,Male
50,13,34.971,White,Male
0,13,35,White,Male
40,13,35,White,Female
40,13,35,White,Male
40,13,35,White,Male
50,13,35,White,Male
40,13,35,White,Male
40,13,35,White,Male
40,13,35,Black,Male
40,13,35,White,Male
40,13,35,White,Male
38,13,35,White,Male
0,13,35,White,Male
45,13,35,White,Female
0,13,35,White,Male
40,13,35,White,Male
40,13,35,White,Male
40,13,35,White,Male
40,13,35,Black,Male
50,13,35,White,Male
40,13,35,Black,Female
40,13,35,Black,Female
40,13,35,White,Male
40,13,35,White,Male
40,13,35,Black,Female
43,13,35,White,Female
44,13,35,White,Female
40,13,35,Black,Male
0,13,35,Black,Male
50,13,35,White,Male
60,13,35,White,Male
40,13,35,White,Male
0,13,35,White,Male
47,13,35,White,Female
44,13,35.017,White,Female
41,13,35.148,White,Male
40,13,35.4,White,Female
0,13,35.4,White,Male
40,13,35.442,White,Female
40,13,35.7,White,Male
38,13,35.961,White,Female
38,13,35.999,White,Female
40,13,36,Black,Female
60,13,36,White,Male
40,13,36,White,Female
45,13,36,White,Male
40,13,36,White,Female
40,13,36,White,Female
40,13,36,White,Male
55,13,36,White,Male
40,13,36,Black,Male
40,13,36,White,Male
40,13,36,Black,Male
54,13,36,White,Male
38,13,36.4,White,Female
40,13,36.4,Black,Female
40,13,36.4,Black,Female
40,13,36.4,Black,Female
48,13,36.4,White,Male
46,13,36.44,White,Female
44,13,36.5,Black,Male
58,13,36.5,White,Female
45,13,36.5,White,Male
40,13,37,Black,Female
40,13,37,White,Male
40,13,37,White,Male
45,13,37,White,Male
40,13,37,White,Female
40,13,37,White,Female
40,13,37,White,Male
60,13,37,White,Male
55,13,37,Black,Male
72,13,37,White,Male
40,13,37.44,White,Male
40,13,37.5,White,Male
40,13,37.99,White,Female
50,13,38,White,Male
40,13,38,White,Female
40,13,38,White,Male
49,13,38,White,Female
40,13,38,White,Male
40,13,38,White,Female
40,13,38,White,Male
40,13,38,White,Male
40,13,38,White,Male
60,13,38,Black,Male
38,13,38,White,Male
55,13,38,White,Female
40,13,38,Black,Female
40,13,38,White,Male
0,13,38.072,White,Male
50,13,38.5,White,Female
55,13,38.8,White,Male
40,13,38.9,White,Male
45,13,38.99,White,Male
40,13,39,White,Male
40,13,39,White,Male
40,13,39,White,Male
55,13,39,White,Male
40,13,39,White,Male
40,13,39,White,Male
40,13,39,White,Male
40,13,39,White,Male
40,13,39.4,White,Female
40,13,39.4,White,Female
40,13,39.5,White,Female
36,13,39.5,White,Female
50,13,40,White,Female
0,13,40,Black,Female
42,13,40,White,Male
40,13,40,White,Male
40,13,40,White,Female
36,13,40,White,Female
40,13,40,White,Male
40,13,40,White,Male
45,13,40,White,Male
40,13,40,Black,Male
35,13,40,White,Male
40,13,40,White,Male
0,13,40,White,Male
50,13,40,White,Male
40,13,40,White,Male
35,13,40,White,Female
40,13,40,White,Male
40,13,40,White,Female
50,13,40,White,Male
45,13,40,White,Male
50,13,40,White,Male
65,13,40,White,Male
40,13,40,White,Male
40,13,40,White,Female
40,13,40,White,Male
40,13,40,AsianPI,Female
43,13,40,White,Male
45,13,40,White,Male
50,13,40,White,Female
40,13,40,White,Male
60,13,40,White,Male
40,13,40,Black,Female
43,13,40,White,Female
60,13,40,White,Male
40,13,40,Black,Male
37,13,40,White,Female
60,13,40,White,Male
40,13,40,White,Female
0,13,40,White,Male
45,13,40,White,Male
40,13,40,White,Female
40,13,40,White,Male
50,13,40,Black,Female
40,13,40,Black,Female
40,13,40,White,Male
40,13,40,White,Male
75,13,40,White,Male
40,13,40,White,Male
40,13,40,Black,Female
50,13,40,White,Female
40,13,40,White,Male
40,13,40,White,Male
40,13,40,White,Male
55,13,40,White,Male
48,13,40,White,Male
45,13,40,White,Male
45,13,40,White,Female
40,13,40,White,Male
45,13,40,White,Male
40,13,40.56,White,Male
45,13,41,White,Male
0,13,41,White,Male
40,13,41,White,Male
40,13,41,Black,Male
40,13,41,White,Female
40,13,41,White,Male
60,13,41,White,Male
55,13,41,White,Female
0,13,41,White,Male
40,13,41.066,White,Male
45,13,41.1,White,Male
40,13,41.2,White,Female
40,13,41.291,White,Female
40,13,41.344,White,Male
40,13,41.374,White,Male
40,13,41.5,White,Male
50,13,41.5,White,Male
0,13,41.6,White,Male
50,13,41.6,White,Male
40,13,41.6,White,Female
56,13,41.8,White,Female
40,13,42,White,Female
50,13,42,White,Male
40,13,42,White,Male
40,13,42,Black,Male
40,13,42,White,Female
40,13,42,White,Female
44,13,42,White,Male
0,13,42,White,Male
40,13,42,White,Male
0,13,42,White,Male
60,13,42,White,Male
40,13,42,White,Male
45,13,42,White,Male
40,13,42,White,Female
55,13,42,White,Male
40,13,42,White,Male
40,13,42,Black,Female
40,13,42,Black,Female
40,13,42,White,Male
0,13,42,White,Male
40,13,42,White,Male
40,13,42,White,Male
45,13,42.2,White,Male
40,13,42.5,White,Male
40,13,42.5,Black,Female
60,13,43,White,Male
50,13,43,White,Male
40,13,43,White,Female
55,13,43,White,Male
51,13,43,White,Male
55,13,43,White,Female
45,13,43,White,Male
50,13,43,White,Male
40,13,43.275,White,Male
48,13,43.5,White,Male
45,13,43.6,White,Male
40,13,43.808,White,Female
40,13,44,White,Male
50,13,44,White,Male
42,13,44,White,Female
40,13,44,White,Female
60,13,44,White,Female
40,13,44,White,Male
55,13,44.4,White,Male
0,13,44.8,White,Male
40,13,44.9,White,Male
40,13,45,White,Male
40,13,45,White,Male
40,13,45,White,Male
40,13,45,White,Male
40,13,45,White,Male
60,13,45,White,Female
40,13,45,White,Male
40,13,45,White,Female
45,13,45,White,Male
40,13,45,White,Male
0,13,45,White,Female
60,13,45,White,Male
40,13,45,White,Male
50,13,45,White,Male
40,13,45,White,Male
45,13,45,Black,Female
50,13,45,White,Male
48,13,45,White,Female
45,13,45,White,Male
40,13,45,White,Male
40,13,45,White,Male
36,13,45,White,Female
40,13,45,White,Male
65,13,45,White,Male
45,13,45,White,Male
40,13,45,White,Male
40,13,45,White,Female
40,13,45,White,Male
45,13,45,White,Male
45,13,45,White,Female
45,13,45,White,Male
40,13,45,White,Male
0,13,45.24,White,Male
68,13,45.4,White,Male
45,13,45.5,White,Female
0,13,45.562,White,Male
46,13,45.76,White,Male
0,13,46,White,Female
50,13,46,White,Female
48,13,46,Black,Male
40,13,46,White,Male
0,13,46,White,Female
40,13,46,White,Male
40,13,46,White,Male
50,13,46,White,Male
60,13,46.5,White,Male
40,13,46.636,White,Male
0,13,46.636,White,Male
40,13,46.821,White,Male
40,13,47,White,Male
40,13,47.635,White,Female
65,13,47.8,White,Male
40,13,48,Black,Female
0,13,48,White,Male
40,13,48,White,Male
40,13,48,White,Male
45,13,48,White,Male
50,13,48,White,Male
70,13,48,White,Male
50,13,48,White,Male
40,13,48,White,Female
56,13,48,White,Male
56,13,48,White,Male
42,13,48.5,White,Male
40,13,48.916,White,Male
50,13,48.916,White,Male
45,13,49,White,Male
50,13,49,White,Male
40,13,49,White,Male
40,13,49,Black,Female
50,13,49,White,Male
40,13,49,White,Female
40,13,49.8,White,Male
40,13,50,White,Male
45,13,50,White,Male
40,13,50,White,Male
40,13,50,White,Male
40,13,50,White,Male
45,13,50,White,Female
36,13,50,White,Female
50,13,50,White,Male
40,13,50,AsianPI,Female
40,13,50,White,Male
40,13,50,Black,Female
40,13,50,White,Male
60,13,50,White,Male
40,13,50,White,Male
40,13,50,White,Male
52,13,50,White,Male
50,13,50,White,Male
40,13,50,White,Male
0,13,50,White,Male
40,13,50,Black,Male
40,13,50,Black,Male
40,13,50,White,Male
50,13,50,White,Female
40,13,50,White,Male
40,13,50,White,Male
55,13,50,White,Male
40,13,50,Black,Male
40,13,50,Black,Female
60,13,50,White,Male
50,13,50,White,Male
40,13,50,White,Female
35,13,50,White,Female
70,13,50,White,Male
40,13,50,White,Male
0,13,50,White,Male
50,13,50,White,Male
40,13,50,White,Male
45,13,50,White,Male
45,13,50,White,Male
40,13,50,White,Female
60,13,50,White,Male
40,13,50,White,Male
56,13,50,White,Male
45,13,50,White,Male
40,13,50,White,Male
80,13,50,White,Male
60,13,50.15,Black,Male
60,13,51,Black,Male
40,13,51,White,Male
50,13,51,White,Female
40,13,51,White,Male
40,13,51,Black,Female
50,13,51,White,Male
50,13,51,White,Male
40,13,51.5,White,Male
40,13,52,White,Female
51,13,52,IndEsk,Male
40,13,52,White,Male
40,13,52,White,Male
50,13,52,White,Male
40,13,52,White,Male
40,13,52,White,Male
40,13,52,White,Male
40,13,52,White,Male
40,13,52,White,Male
45,13,52,Black,Male
40,13,52,White,Female
50,13,52,White,Male
90,13,52,White,Female
40,13,52,White,Male
40,13,52,White,Female
45,13,52.2,White,Male
40,13,52.322,White,Female
64,13,53,White,Male
45,13,53,White,Male
50,13,53,White,Female
50,13,53,White,Male
44,13,53.2,White,Male
54,13,53.3,White,Male
46,13,53.56,White,Male
60,13,54,White,Male
0,13,54,White,Male
50,13,55,Black,Male
48,13,55,White,Male
40,13,55,White,Male
40,13,55,White,Male
40,13,55,White,Male
40,13,55,White,Female
45,13,55,White,Male
50,13,55,White,Male
40,13,55,White,Male
40,13,55,White,Male
45,13,55,White,Male
40,13,55.173,White,Male
40,13,55.2,White,Female
47,13,55.5,White,Male
45,13,55.992,White,Male
40,13,56,Black,Male
40,13,56,White,Male
40,13,56,White,Male
52,13,56.402,White,Male
40,13,56.426,White,Male
40,13,56.842,White,Male
38,13,57,White,Female
40,13,57,White,Female
45,13,57,White,Male
50,13,57,White,Male
55,13,57,White,Male
40,13,57,White,Male
55,13,58,IndEsk,Male
0,13,58,White,Male
40,13,58,White,Male
50,13,58,White,Male
40,13,58,White,Male
40,13,58,White,Male
40,13,58,White,Male
40,13,58,White,Male
40,13,58.5,White,Male
40,13,59,Black,Male
40,13,59,White,Male
42,13,59,White,Male
50,13,59,White,Male
60,13,59,White,Male
40,13,59.314,White,Male
0,13,59.925,White,Male
40,13,59.925,White,Male
40,13,60,White,Male
48,13,60,White,Male
45,13,60,White,Female
40,13,60,White,Male
0,13,60,Black,Male
40,13,60,White,Male
50,13,60,White,Male
45,13,60,White,Male
60,13,60,White,Male
60,13,60,White,Female
40,13,60,White,Male
50,13,60,White,Female
40,13,60,White,Male
40,13,60,White,Male
0,13,60,White,Male
40,13,60,White,Male
40,13,60,White,Male
40,13,60,White,Male
60,13,60,White,Male
60,13,60,White,Male
85,13,60,White,Male
60,13,60,White,Male
40,13,60,White,Male
40,13,60,White,Male
40,13,60,White,Female
60,13,60,White,Male
40,13,60,White,Male
40,13,60,White,Male
50,13,60.838,White,Female
40,13,61,White,Female
40,13,62,White,Male
48,13,62,White,Female
40,13,62,White,Male
82,13,62,White,Male
40,13,62,White,Male
50,13,62,White,Male
40,13,62,White,Male
40,13,62.089,White,Male
40,13,62.365,White,Male
45,13,62.4,White,Male
55,13,63,White,Female
45,13,63,White,Male
40,13,63,White,Female
40,13,63.114,White,Male
45,13,64.5,White,Male
37,13,65,White,Female
40,13,65,White,Male
55,13,65,White,Male
50,13,65,White,Male
40,13,65,White,Male
50,13,65,White,Male
40,13,65,White,Male
40,13,65,White,Male
75,13,65,White,Female
40,13,65,White,Male
55,13,65,White,Male
58,13,65,White,Male
45,13,65,White,Male
50,13,65,White,Male
50,13,65.406,White,Male
40,13,65.625,White,Male
40,13,65.625,White,Male
60,13,67,White,Male
55,13,68,White,Female
40,13,68,White,Male
45,13,69,White,Male
40,13,69,White,Male
50,13,69,White,Male
50,13,70,White,Male
40,13,70,White,Male
45,13,70,White,Male
40,13,70,White,Male
40,13,70,White,Male
55,13,70,White,Male
40,13,70,White,Male
40,13,70,White,Male
50,13,70,White,Male
40,13,70,Black,Female
60,13,70,White,Male
50,13,70,White,Male
45,13,70,White,Male
50,13,70,White,Male
40,13,72,White,Male
40,13,72,White,Male
40,13,72,White,Male
55,13,73,White,Male
45,13,73,White,Female
64,13,74.546,White,Male
40,13,75,White,Male
120,13,75,White,Male
40,13,75,White,Male
56,13,75,White,Male
40,13,75,White,Male
58,13,75,White,Male
40,13,75,White,Male
90,13,75,White,Male
50,13,75,White,Male
40,13,75.583,White,Female
48,13,76,White,Male
40,13,76,White,Male
50,13,78,White,Male
40,13,78,White,Female
56,13,79,White,Male
0,13,80,White,Male
40,13,80,White,Male
40,13,80,AsianPI,Male
62,13,80,White,Male
40,13,80,White,Male
60,13,80,White,Male
40,13,80,White,Male
40,13,80,White,Male
60,13,81,White,Male
0,13,81.4,White,Male
82,13,83,White,Male
50,13,84,White,Male
75,13,84.925,White,Male
65,13,85,White,Female
40,13,85,White,Male
65,13,85,White,Female
48,13,86,Black,Male
50,13,88,White,Male
55,13,88,White,Male
0,13,89.925,White,Male
80,13,89.925,White,Male
50,13,89.925,White,Male
60,13,91,White,Female
65,13,95,White,Male
46,13,97,White,Male
50,13,97,White,Female
40,13,98,White,Male
40,13,99,White,Male
0,13,99.925,White,Male
0,13,100,White,Male
40,13,100,Black,Female
40,13,100,White,Male
78,13,100,White,Male
55,13,100,White,Male
45,13,100.406,White,Male
55,13,107.665,White,Male
62,13,107.828,White,Male
70,13,108.6,White,Male
40,13,109.925,White,Male
40,13,109.925,White,Male
48,13,110.005,Black,Female
40,13,120,White,Male
65,13,129,White,Male
45,13,130,Black,Male
40,13,135,White,Male
0,13,140,White,Female
60,13,150,White,Male
40,13,150,White,Male
0,13,150,White,Male
50,13,306.731,White,Male
50,13,306.731,White,Male
40,13,306.731,White,Male
60,13,306.731,White,Male
40,13,315.731,White,Male
48,13,390.51,White,Female
55,13,402.204,White,Female
40,12,0.135,White,Male
60,12,0.3,White,Male
40,12,0.4,Black,Male
40,12,0.48,Black,Female
50,12,0.5,White,Male
50,12,0.72,Black,Female
0,12,0.72,White,Female
40,12,1,White,Female
40,12,1.1,White,Female
40,12,1.1,White,Female
50,12,1.239,White,Male
40,12,1.3,White,Female
40,12,1.395,White,Female
40,12,1.5,Black,Male
40,12,1.6,White,Female
40,12,1.6,Black,Female
40,12,2,White,Female
65,12,2,AsianPI,Female
40,12,2.06,White,Female
45,12,2.242,White,Female
40,12,2.4,White,Female
40,12,2.5,White,Male
40,12,2.5,White,Male
40,12,2.6,White,Female
40,12,2.6,Black,Male
55,12,2.75,White,Male
40,12,2.9,White,Female
40,12,3,White,Male
40,12,3,White,Female
40,12,3,AsianPI,Female
40,12,3,White,Male
40,12,3,White,Female
35,12,3,White,Male
39,12,3,White,Female
40,12,3,White,Female
40,12,3.162,White,Female
40,12,3.168,White,Female
74,12,3.2,White,Female
54,12,3.337,White,Female
40,12,3.5,White,Female
40,12,3.5,White,Female
40,12,3.5,White,Female
40,12,3.6,White,Female
48,12,4,White,Male
40,12,4,Black,Female
0,12,4,Black,Female
40,12,4,White,Male
35,12,4.073,White,Male
40,12,4.2,White,Female
36,12,4.3,Black,Female
40,12,4.48,White,Male
37,12,4.5,White,Female
40,12,4.753,White,Male
40,12,4.9,White,Female
40,12,4.914,White,Female
35,12,4.99,White,Female
40,12,5,White,Female
0,12,5,White,Male
52,12,5,White,Female
48,12,5,White,Female
35,12,5,Black,Female
40,12,5,IndEsk,Male
40,12,5.12,White,Male
0,12,5.2,White,Male
40,12,5.3,Black,Male
40,12,5.4,White,Male
38,12,5.498,White,Female
0,12,5.5,White,Female
40,12,5.6,White,Male
40,12,5.7,White,Male
40,12,5.85,White,Female
0,12,5.945,White,Female
36,12,6,White,Male
35,12,6,White,Female
55,12,6,White,Male
40,12,6,White,Male
40,12,6,White,Male
40,12,6,White,Male
40,12,6,White,Male
40,12,6,Black,Male
40,12,6,Black,Female
40,12,6,White,Female
40,12,6,White,Male
40,12,6,White,Female
55,12,6,White,Male
40,12,6,White,Male
45,12,6,White,Male
0,12,6,White,Female
40,12,6,White,Male
55,12,6.2,White,Male
40,12,6.3,White,Female
40,12,6.3,White,Male
40,12,6.58,White,Male
40,12,6.6,White,Male
40,12,6.659,White,Female
100,12,6.665,White,Female
50,12,7,White,Female
40,12,7,White,Male
40,12,7,White,Female
35,12,7,Black,Female
75,12,7.2,White,Male
40,12,7.367,White,Male
40,12,7.48,White,Male
40,12,7.5,White,Male
45,12,7.5,White,Female
36,12,7.5,White,Female
50,12,7.5,White,Female
0,12,7.589,White,Male
40,12,7.589,White,Male
40,12,7.7,White,Female
40,12,7.7,White,Female
40,12,7.8,White,Female
40,12,7.8,Black,Male
40,12,8,White,Female
40,12,8,White,Male
36,12,8,White,Female
36,12,8,White,Male
45,12,8,White,Female
35,12,8,Black,Female
40,12,8,White,Female
0,12,8,White,Female
40,12,8,White,Male
40,12,8,White,Male
40,12,8,Black,Female
40,12,8,Black,Female
40,12,8,White,Female
40,12,8,White,Female
35,12,8,White,Female
44,12,8,White,Male
40,12,8,White,Male
40,12,8,White,Male
0,12,8,White,Male
35,12,8,White,Female
45,12,8.1,White,Female
40,12,8.16,White,Male
38,12,8.274,White,Male
40,12,8.28,White,Female
50,12,8.3,White,Female
40,12,8.4,White,Male
0,12,8.5,White,Female
40,12,8.5,White,Female
0,12,8.5,Black,Female
40,12,8.7,White,Female
35,12,8.736,Black,Female
40,12,8.818,White,Male
40,12,9,White,Female
40,12,9,White,Male
75,12,9,White,Female
40,12,9,White,Female
44,12,9,White,Male
40,12,9,White,Male
40,12,9,White,Female
60,12,9.045,White,Male
40,12,9.1,White,Female
45,12,9.193,Black,Female
40,12,9.3,White,Female
40,12,9.32,White,Male
40,12,9.359,White,Male
40,12,9.4,White,Male
35,12,9.5,White,Female
40,12,9.5,AsianPI,Male
99,12,9.5,White,Female
40,12,9.5,Black,Female
60,12,9.5,White,Female
40,12,9.6,White,Male
42,12,9.6,White,Male
40,12,9.6,White,Female
35,12,9.6,White,Female
40,12,9.9,White,Female
38,12,10,Black,Female
50,12,10,White,Female
40,12,10,White,Female
50,12,10,White,Male
45,12,10,White,Female
0,12,10,White,Male
40,12,10,White,Male
40,12,10,White,Female
35,12,10,White,Female
40,12,10,White,Female
0,12,10,White,Male
40,12,10,White,Male
35,12,10,White,Female
40,12,10,White,Male
45,12,10,White,Female
40,12,10,White,Male
40,12,10,White,Female
40,12,10,White,Female
35,12,10,White,Female
40,12,10,Black,Female
45,12,10,White,Female
40,12,10,White,Male
40,12,10,White,Female
40,12,10,Black,Female
40,12,10,AsianPI,Female
40,12,10,Black,Male
35,12,10,White,Female
40,12,10,White,Female
40,12,10,Black,Female
35,12,10,White,Female
40,12,10,White,Female
40,12,10.2,White,Male
40,12,10.28,White,Female
40,12,10.4,White,Female
40,12,10.4,Black,Female
40,12,10.4,White,Male
35,12,10.452,White,Female
40,12,10.465,White,Male
55,12,10.5,White,Female
40,12,10.6,White,Female
40,12,10.8,White,Female
35,12,10.878,Black,Female
40,12,10.998,White,Male
40,12,11,White,Male
40,12,11,White,Female
40,12,11,AsianPI,Male
40,12,11,White,Female
0,12,11,White,Female
40,12,11,White,Female
40,12,11,White,Male
40,12,11,White,Female
40,12,11,White,Female
40,12,11,White,Male
40,12,11,White,Female
40,12,11,White,Male
40,12,11,White,Female
37,12,11,Black,Female
40,12,11,White,Male
40,12,11,White,Male
40,12,11,White,Female
40,12,11,White,Female
40,12,11,White,Female
40,12,11,White,Female
60,12,11,White,Female
40,12,11,Black,Female
40,12,11,White,Female
80,12,11,White,Female
40,12,11,Black,Male
35,12,11,White,Female
40,12,11,White,Female
35,12,11,White,Female
40,12,11.12,White,Male
40,12,11.167,Black,Female
40,12,11.2,White,Female
40,12,11.232,White,Male
40,12,11.267,White,Female
40,12,11.303,White,Female
40,12,11.4,White,Male
49,12,11.5,Black,Female
40,12,11.52,White,Female
40,12,11.6,White,Female
40,12,11.62,White,Female
35,12,11.8,White,Female
51,12,11.887,White,Female
40,12,11.96,White,Female
35,12,11.981,White,Female
35,12,12,White,Female
40,12,12,White,Male
40,12,12,White,Female
40,12,12,Black,Female
40,12,12,White,Female
40,12,12,White,Female
40,12,12,White,Male
35,12,12,White,Male
40,12,12,Black,Female
40,12,12,White,Female
40,12,12,White,Female
50,12,12,White,Female
35,12,12,White,Female
0,12,12,White,Male
35,12,12,White,Female
35,12,12,White,Male
40,12,12,White,Male
48,12,12,Black,Male
40,12,12,White,Female
40,12,12,White,Male
40,12,12,White,Female
40,12,12,White,Female
40,12,12,White,Male
40,12,12,White,Male
40,12,12,White,Female
40,12,12,White,Female
38,12,12,IndEsk,Female
40,12,12,White,Female
40,12,12,White,Female
36,12,12,White,Female
75,12,12,White,Male
40,12,12,White,Male
40,12,12.083,White,Male
40,12,12.12,White,Female
35,12,12.2,Black,Female
40,12,12.243,White,Female
40,12,12.3,White,Female
40,12,12.326,White,Female
40,12,12.35,White,Female
40,12,12.4,White,Female
35,12,12.48,White,Male
40,12,12.48,White,Female
40,12,12.5,White,Male
40,12,12.5,White,Female
60,12,12.5,White,Female
0,12,12.5,White,Female
40,12,12.5,White,Female
40,12,12.6,White,Female
0,12,12.65,White,Female
40,12,12.7,White,Male
40,12,12.7,Black,Male
40,12,12.907,White,Female
40,12,13,White,Male
52,12,13,Black,Male
35,12,13,White,Female
35,12,13,White,Female
48,12,13,White,Female
45,12,13,White,Male
35,12,13,White,Female
45,12,13,White,Female
0,12,13,White,Female
40,12,13,White,Female
40,12,13,White,Female
40,12,13,Black,Male
40,12,13,White,Female
40,12,13,White,Female
40,12,13,White,Female
40,12,13,AsianPI,Male
35,12,13,White,Female
40,12,13,Black,Female
40,12,13,Black,Male
40,12,13,White,Female
40,12,13,White,Female
40,12,13,White,Male
40,12,13,White,Male
40,12,13,White,Male
48,12,13,White,Male
40,12,13,Black,Female
40,12,13,White,Female
47,12,13,Black,Male
48,12,13,White,Female
40,12,13,White,Female
40,12,13,White,Female
40,12,13,White,Female
40,12,13.082,White,Female
40,12,13.242,White,Female
57,12,13.3,White,Male
40,12,13.52,Black,Male
40,12,13.624,AsianPI,Male
40,12,13.65,White,Female
60,12,13.92,White,Male
35,12,13.988,White,Female
40,12,14,White,Male
40,12,14,White,Female
45,12,14,White,Male
0,12,14,Black,Female
40,12,14,White,Male
40,12,14,White,Female
40,12,14,White,Male
39,12,14,White,Female
38,12,14,White,Female
37,12,14,White,Male
40,12,14,White,Female
40,12,14,White,Male
0,12,14,White,Female
40,12,14,White,Male
35,12,14,White,Female
40,12,14,White,Female
45,12,14,AsianPI,Male
40,12,14,Black,Female
40,12,14,White,Male
40,12,14,White,Female
40,12,14,White,Male
40,12,14,Black,Male
40,12,14,White,Female
40,12,14,White,Female
40,12,14,White,Female
65,12,14,White,Female
40,12,14,IndEsk,Male
50,12,14,White,Male
40,12,14,White,Female
40,12,14,White,Male
40,12,14,White,Male
55,12,14.105,White,Female
45,12,14.171,White,Female
60,12,14.3,White,Male
40,12,14.4,White,Male
42,12,14.4,White,Female
50,12,14.4,White,Male
40,12,14.444,White,Female
40,12,14.48,White,Male
40,12,14.5,White,Male
40,12,14.56,White,Male
38,12,14.78,White,Female
40,12,15,White,Female
40,12,15,White,Male
40,12,15,AsianPI,Female
40,12,15,White,Female
40,12,15,Black,Male
40,12,15,White,Female
40,12,15,Black,Male
35,12,15,White,Female
54,12,15,White,Male
48,12,15,Black,Male
48,12,15,White,Male
40,12,15,White,Female
45,12,15,White,Female
40,12,15,White,Female
40,12,15,White,Female
40,12,15,White,Male
40,12,15,White,Male
40,12,15,White,Female
40,12,15,White,Female
40,12,15,White,Female
40,12,15,White,Female
35,12,15,Black,Female
40,12,15,White,Female
35,12,15,White,Female
40,12,15,White,Female
40,12,15,IndEsk,Male
50,12,15,White,Male
40,12,15,Black,Male
40,12,15,AsianPI,Female
40,12,15,Black,Female
40,12,15,White,Male
40,12,15,White,Male
40,12,15,Black,Female
40,12,15,Black,Female
40,12,15,Black,Female
35,12,15,Black,Female
40,12,15,White,Male
35,12,15,Black,Female
40,12,15,White,Male
40,12,15,White,Female
40,12,15,White,Male
40,12,15,White,Female
40,12,15,White,Male
35,12,15,White,Female
40,12,15,White,Male
37,12,15,White,Female
40,12,15,White,Male
40,12,15,White,Male
40,12,15,White,Male
40,12,15,White,Male
42,12,15,White,Female
40,12,15,White,Female
40,12,15,White,Female
40,12,15,Black,Female
44,12,15,White,Female
58,12,15,White,Male
40,12,15,White,Female
40,12,15,White,Female
0,12,15,White,Male
35,12,15,White,Female
40,12,15,White,Female
40,12,15.002,White,Male
40,12,15.499,White,Female
40,12,15.5,Black,Female
40,12,15.5,White,Female
52,12,15.6,Black,Male
40,12,15.6,White,Female
40,12,15.6,White,Male
60,12,15.6,White,Male
40,12,15.6,White,Male
35,12,15.6,White,Female
40,12,15.6,White,Male
45,12,16,White,Male
50,12,16,Black,Female
40,12,16,White,Female
