"user_id","test","converted","is_weekday","is_activehours"
1069124,1,0,1,1
1119715,1,0,1,1
1144181,1,0,1,1
1435133,1,0,1,1
1015700,1,0,1,1
1137664,1,0,0,1
1116205,1,0,1,1
1496843,1,0,0,1
1448851,1,0,1,1
1446284,1,0,1,1
1257223,1,0,1,1
1637531,1,0,1,1
1081965,1,0,1,1
1037215,1,0,1,1
1535652,1,0,1,1
1461774,1,1,1,1
1492276,1,0,1,1
1118924,1,0,1,1
900681,0,0,0,1
1053783,1,0,1,1
1381767,1,0,1,1
1478526,1,0,0,1
1436823,1,0,0,1
1274572,1,0,0,1
1441220,1,0,0,1
1025687,1,0,1,0
1451900,1,0,1,1
1098821,1,0,1,1
1333281,1,0,1,0
1238323,1,0,1,1
1034350,1,0,1,1
1175118,1,0,1,1
1325185,1,0,0,1
1651459,1,0,1,1
1196281,1,0,1,1
1459497,1,0,1,1
1482561,1,0,1,1
1067720,1,0,1,1
905704,0,0,1,1
1486907,1,0,1,1
1011246,1,0,1,1
1521269,1,0,0,1
1580543,1,0,1,1
1320295,1,0,0,1
1355531,1,1,1,1
1076583,1,0,1,1
1086831,1,0,1,0
1646896,1,0,1,1
1381174,1,0,0,1
1107193,1,0,1,1
1301170,1,0,0,1
1317684,1,0,0,1
1449190,1,0,1,1
1000837,1,0,0,1
1194204,1,0,1,1
1124531,1,0,1,1
1056827,1,0,0,1
1077196,1,0,1,1
1402121,1,0,1,1
1190893,1,0,0,1
1608119,1,0,1,0
1447573,1,0,1,1
1626063,1,0,1,1
1565118,1,0,1,1
1261130,1,0,1,1
1651365,1,0,0,1
1004917,1,0,1,1
1275159,1,0,1,1
904595,0,0,1,1
1485052,1,0,1,1
1018316,1,0,0,1
1455516,1,0,0,1
1474691,1,0,1,1
1452008,1,0,1,1
1595920,1,0,0,1
1581977,1,0,0,1
1589863,1,0,1,1
1097687,1,0,1,1
1317758,1,0,1,1
1374531,1,0,1,1
1556695,1,0,1,1
1031558,1,0,1,1
1388707,1,0,0,1
1243365,1,0,1,1
1021129,1,0,1,0
1035024,1,0,1,1
1283389,1,0,1,1
1134874,1,0,1,1
1239097,1,0,1,1
1214946,1,0,1,1
1474276,1,0,1,1
1176592,1,0,1,1
1650819,1,0,1,0
1025362,1,0,1,1
